Number;Coleccion;Pais;Provincia;Localidad;FechaColecta;Ano_colecta;Latitud;Longitud;Temporalidad;Origen;BIBLIOGRAFIA
151;6344;AR;Formosa;Ibarreta;2000?;2000;-25.198101;-59.822497;Actual;Torres & Jayat, 2010;
152;WALLA_02326;BO;Santa Cruz;Ibasiriri;;;-19.5794154;-62.52801945;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
153;WALLA_02299;BO;Santa Cruz;Ibasiriri;;;-19.545234;-62.559192;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
154;54_164;AR;Formosa;Ingeniero Juarez;13/8/1953;1953;-23.897612;-61.864205;Actual;Torres & Jayat, 2010;
155;WALLA_02306;BO;Santa Cruz;Isiporenda;;;-19.82718333;-62.71852416;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
156;WALLA_02327;BO;Santa Cruz;Isiporenda;;;-19.765511;-62.650647;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
157;;AR;Jujuy;Islas Grandes;ago-88;1988;-23.948531;-64.296677;Actual;Vizcaino,1997;Vizcaino,1997
158;WALLA_02293;BO;Santa Cruz;Iyobi;;;-19.39125245;-62.5312836;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
159;WALLA_02314;BO;Santa Cruz;Izozog;;;-19.7225;-62.81694444;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
160;WALLA_02281;BO;Santa Cruz;Izozog;;;-19.29367728;-62.52637783;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
161;AMF105;AR;San Luis;Jarilla;1/10/2018;2018;-33.398397;-67.025849;Actual;This work;
162;;AR;Salta;Joaquin V Gonzalez;2016;2016;-24.967563;-64.105932;Actual;This work;
163;WALLA_02329;BO;Santa Cruz;Kapeatindi;;;-19.68546685;-62.62719265;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
164;WALLA_02307;BO;Santa Cruz;Karapari;;;-19.77867591;-62.69838265;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
165;18313;PY;Boqueron;Km 483 on Trans-Chaco highway;17/9/1976;1976;-22.196525;-60.428807;Actual;VertNet;
166;18311;PY;Boqueron;Km 590 on Trans-Chaco highway- Copagro;25/8/1976;1976;-21.5666667;-61.1;Actual;VertNet;
167;17608;PY;Boqueron;Km 764 on Trans-Chaco highway;25/7/1975;1975;-20.531963;-62.173039;Actual;VertNet;
168;WALLA_02303;BO;Santa Cruz;Kopere Brecha;;;-19.69584661;-62.63237017;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
169;WALLA_02305;BO;Santa Cruz;Kopere Guazu;;;-19.70633843;-62.63944457;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
170;WALLA_02302;BO;Santa Cruz;Kopere Loma;;;-19.68857506;-62.62912778;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
171;WALLA_02304;BO;Santa Cruz;Kopere Montenegro;;;-19.69928925;-62.63340713;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
172;WALLA_02331;BO;Santa Cruz;Koropo;;;-19.37601691;-62.53307901;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
173;WALLA_02212;BO;Santa Cruz;Kuarirenda;;;-19.17861111;-62.52583333;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
174;WALLA_02298;BO;Santa Cruz;La Brecha;;;-19.51668;-62.550711;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
175;;AR;Salta;La Estrella;ago-88;1988;-23.821336;-64.069478;Actual;Vizcaino,1997;Vizcaino,1997
176;WALLA_02264;BO;Santa Cruz;La Madre;;;-18.8825;-62.358611;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
177;WALLA_02319;BO;Santa Cruz;La Madre;;;-18.87416667;-62.35861111;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
178;454;AR;Salta;La Matanza;1972-1984;1980;-23.3;-63.366;Actual;Ojeda y Mares, 1989;
179;AMF100;AR;Mendoza;La Paz;29/9/2018;2018;-33.358622;-67.460915;Actual;This work;
180;PERO_00087;AR;Salta;La Puntana;2012;2012;-22.00089;-62.86851;Actual;Santos 2017;NA
181;;AR;Jujuy;La Quinta;ago-88;1988;-23.790966;-64.56699;Actual;Feijo et al, 2015;Vizcaino,1997
182;782260503;PY;Presidente Hayes;Laguna Capitan- Chaco Central;18/8/2014;2014;-22.530035;-59.67416;Actual;GBIF;
183;GIOCI_00055;PY;PRESIDENTE HAYES;Laguna Ganso;2001;2001;-22.57666667;-59.60638889;Actual;Santos 2017;Unpublisehd data
184;GIOCI_00093;PY;Alto Paraguay;Laguna General Diaz;2001;2001;-21.13158333;-58.55277778;Actual;Santos 2017;Unpublisehd data
185;GIOCI_00094;PY;Alto Paraguay;Laguna Morocha;2002;2002;-21.07;-58.88444444;Actual;Santos 2017;Unpublisehd data
186;79879;PY;Alto Paraguay;LAGUNA PLACENTA;8/7/1996;1996;-21.150333;-59.426334;Actual;GBIF;
187;;AR;Jujuy;Lapachal;ago-88;1988;-23.87661;-64.372083;Actual;Feijo et al, 2015;Vizcaino,1997
188;;AR;Salta;Las Colmenas;22/6/1905;1905;-23.77891;-63.69133;Actual;Torres & Jayat, 2010;
189;WALLA_02216;BO;Santa Cruz;Las Petas;;;-16.32514;-58.90077;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
190;ZV-M.355;AR;Cordoba;Las Saladas;;;-30.710706;-63.193911;Actual;Torres & Jayat, 2010;
191;WALLA_02311;BO;Santa Cruz;Las Trancas;;;-16.51126095;-61.84298864;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
192;WALLA_02223;BO;Santa Cruz;Limoncito;;;-18.24158;-59.86292;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
193;447605;AR;Cordoba;Loma Blanca;2/4/2016;2016;-29.66057;-64.204069;Actual;Ecoregistros;
194;19820;PY;Boqueron;Loma Plata- Estancia Laguna Pora;18/10/1978;1978;-22.333465;-59.431095;Actual;VertNet;
195;92664;PY;Boqueron;LOMA PLATA MENNONITE COLONY;9/5/1962;1962;-22.3833;-59.85;Actual;GBIF;
196;AMF002;AR;Chaco;Los Frentones;16/7/2015;2015;-26.14497;-61.50681;Actual;This work;
197;AMF001;AR;Chaco;Los Frentones;16/7/2015;2015;-25.92334;-61.53625;Actual;This work;
198;365940;AR;Santiago del Estero;Los Pirpintos;21/7/2015;2015;-26.132754;-62.060638;Actual;Ecoregistros;
199;;AR;Formosa;Lote 27 cerca de Las Lomitas;2000?;2000;-24.59366;-60.97425;Actual;Torres & Jayat, 2010;
200;;AR;Salta;Luna Muerta;1972-1984;1980;-23.033;-63.066;Actual;Ojeda y Mares, 1989;Diaz et al., 2000
201;GIOCI_00065;PY;Boqueron;Mariscal Estigarribia;2016;2016;-22.05;-60.5;Actual;Santos 2017;Unpublisehd data
202;ABBA_01877;AR;Cordoba;Media Naranja;NA;;-30.65;-64.95;Actual;Santos 2017;Abba obs. pers.
203;WALLA_02236;BO;Santa Cruz;Miraflores;;;-17.11214;-60.47147;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
204;AMF024;AR;Chaco;Miraflores;28/5/2016;2016;-25.770944;-60.801889;Actual;This work;
205;WALLA_02277;BO;Santa Cruz;Misiones;;;-19.817733;-62.551045;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
206;AMF066;AR;Santiago del Estero;Morampa;1/8/2016;2016;-28.204979;-64.061622;Actual;This work;
207;AMF055;AR;Salta;Morillo;1/6/2016;2016;-23.454743;-62.872588;Actual;This work;
208;MAUNR_00118;AR;Salta;NA;2010;2010;-24.86039167;-64.28014444;Actual;Santos 2017;Nunez-Regueiro, M. M., L. Branch, R. J. Fletcher, Jr., G. A. Maras, E. Derlindati, and A. Talamo. 2015. Spatial patterns of mammal occurrence in forest strips surrounded by agricultural crops of the Chaco region, Argentina. Biological Conservation, 187 -
209;MAUNR_00136;AR;Salta;NA;2010;2010;-23.50390278;-63.75203333;Actual;Santos 2017;Nunez-Regueiro, M. M., L. Branch, R. J. Fletcher, Jr., G. A. Maras, E. Derlindati, and A. Talamo. 2015. Spatial patterns of mammal occurrence in forest strips surrounded by agricultural crops of the Chaco region, Argentina. Biological Conservation, 187 -
210;MAUNR_00130;AR;Salta;NA;2010;2010;-22.240925;-63.32623611;Actual;Santos 2017;Nunez-Regueiro, M. M., L. Branch, R. J. Fletcher, Jr., G. A. Maras, E. Derlindati, and A. Talamo. 2015. Spatial patterns of mammal occurrence in forest strips surrounded by agricultural crops of the Chaco region, Argentina. Biological Conservation, 187 -
211;JEFFT_00072;PY;Boqueron;NA;2016;2016;-21.6969;-60.13427;Actual;Santos 2017;NA
212;JEFFT_00063;PY;Alto Paraguay;NA;2016;2016;-19.57057;-58.69;Actual;Santos 2017;NA
213;GIOCI_00064;PY;Boqueron;Neuland;2016;2016;-22.65;-60.13333333;Actual;Santos 2017;Unpublisehd data
214;12916;PY;Presidente Hayes;no specific locality;28/9/2003;2003;-23.155051;-58.260061;Actual;GBIF;
215;GIOCI_00096;PY;Alto Paraguay;Obraje San Carlos;2002;2002;-20.79305556;-57.96388889;Actual;Santos 2017;Unpublisehd data
216;79910;PY;Alto Paraguay;PALMAR DE LAS ISLAS;6/5/1997;1997;-19.716667;-60.592998;Actual;GBIF;
217;EDMA_02339;BR;Mato Grosso do Sul;Pantanal da nhecolandia - fazenda experimental do centro de pesquisa agropecuaria do pantanal -CPAP--EMBRAPA;1984-1985;1985;-18.98333333;-56.98333333;Actual;Santos 2017;Alho, 1987
218;WALLA_02289;BO;Santa Cruz;Paraboca;;;-19.299998;-62.500054;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
219;567316;AR;Chaco;Paraje La Armonia;14/4/2017;2017;-25.178931;-61.094255;Actual;Ecoregistros;
220;;AR;Chaco;Paraje Lujan;;;-25.190029;-62.274188;Actual;Torres & Jayat, 2010;Quiroga & Boaglio, 2006
221;GIOCI_00080;PY;Boqueron;Parque Nacional Cerro Cabrera-Timane;2007;2007;-19.62777778;-61.73527778;Actual;Santos 2017;Unpublisehd data
222;VEQU_00007;AR;Santiago del Estero;Parque Nacional Copo;2009;2009;-25.69884153;-61.9265679;Actual;Santos 2017;Quiroga, V. A. -2013-. Ecologia y Conservacion del yaguarete -Panthera onca- y el puma -Puma concolor- en el Chaco semiarido argentino: su relacion con la disponibilidad de presas y la presencia humana en la region. Tesis Doctoral para la Universidad Nacional de Cordoba. 216 pags.
223;;AR;Santiago del Estero;Parque Nacional Copo- sector norte;2000?;2000;-25.663028;-61.797667;Actual;Torres & Jayat, 2010;Caziani et al., 2003
224;;AR;Santiago del Estero;Parque Nacional Copo- sector sur;2000?;2000;-25.973129;-61.939181;Actual;Torres & Jayat, 2010;Caziani et al., 2003
225;GIOCI_00083;PY;Alto Paraguay;Parque Nacional Defensores del Chaco;1999;1999;-20.33333333;-60.33333333;Actual;Santos 2017;DPNVS -1999- Evaluacion Ecologica Rapida, Isabel Gamarra de Fox en: 1065 Motivos iniciales para proteger el Parque Nacional Defensores del Chaco. Pp. 34-38Apendice 10 pp. 109-111
226;VEQU_00136;AR;Chaco;Parque Nacional El Impenetrable;2013;2013;-24.99382599;-60.94658646;Actual;Santos 2017;
227;GIOCI_00078;PY;Boqueron;Parque Nacional Medanos del Chaco;2011;2011;-20.60527778;-62.04916667;Actual;Santos 2017;Unpublisehd data
228;299569;AR;San Luis;Parque Nacional Sierra de las Quijadas;21/6/2015;2015;-32.568857;-67.044588;Actual;Ecoregistros;
229;GIOCI_00067;PY;Boqueron;Parque Nacional Teniente Agripino Enciso;2004;2004;-21.21055556;-61.65694444;Actual;Santos 2017;PRODECHACO, 2004
230;GIOCI_00043;PY;PRESIDENTE HAYES;Parque Nacional Tinfunke;2003;2003;-24.25;-59.5;Actual;Santos 2017;Unpublisehd data
231;;AR;Chaco;Parque Provincial Pampa del Indio;;;-26.266667;-59.966667;Actual;Torres & Jayat, 2010;Alvarez et al, 2005
232;JEFFT_00016;PY;Boqueron;Picada ME-TP;2005;2005;-21.41773;-60.55998;Actual;Santos 2017;NA
233;JEFFT_00017;PY;PRESIDENTE HAYES;Picada M-FO;2005;2005;-21.94287;-58.8543;Actual;Santos 2017;NA
234;JEFFT_00013;PY;Boqueron;Picada M-UT;2005;2005;-20.96644;-59.81677;Actual;Santos 2017;NA
235;439640;AR;Chaco;PN El Impenetrable;9/4/2013;2013;-25.166999;-61.082547;Actual;Ecoregistros;
236;589647;AR;Formosa;PN Rio Pilcomayo;28/6/2017;2017;-25.072246;-58.140986;Actual;Ecoregistros;
237;;AR;Salta;Pocoy;1972-1984;1980;-22.77455;-63.98443;Actual;Ojeda y Mares, 1989;
238;;AR;Formosa;Pozo del Tigre;2019;2019;-24.91074;-60.41593;Actual;This work;
239;WALLA_02336;BO;Santa Cruz;Pozones;;;-17.12289521;-58.53688049;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
240;BGF_00003;AR;Formosa;Private land in Posta Cambio Zalazar locality in  Banado la Estrella Wetland;2016;2016;-24.22092;-60.316856;Actual;Santos 2017;NA
241;BGV_00002;AR;Chaco;Private lands in Chaco Forest;2013;2013;-25.91497;-61.65608;Actual;Santos 2017;NA
242;JEFFT_00045;PY;Boqueron;Puente riacho laguna negra- Ruta9 km 470 aprox.;2004;2004;-22.3487;-60.24701;Actual;Santos 2017;NA
243;MA43;AR;San Juan;Puesto 1;18/9/2011;2011;-30.80677;-67.31273;Actual;This work;
244;;AR;Jujuy;Puesto Nuevo;ago-88;1988;-23.898091;-64.266274;Actual;Feijo et al, 2015;Vizcaino,1997
245;22317;BO;Santa Cruz;Puesto Perforacion;1/6/1990;1990;-19.917;-62.567;Actual;GBIF;Parker 1993
246;WALLA_02226;BO;Santa Cruz;Quitunuquina;;;-18.44708;-59.43832;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
247;WALLA_02218;BO;Santa Cruz;Quituquina;;;-17.66262;-60.71927;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
248;SP216;AR;La Rioja;R 79 Km 265 Chamical;PREGUNTAR AñO A SEBA;;-30.147096;-66.169348;Actual;DatabaseAMF;
249;WALLA_02242;BO;Santa Cruz;Ramada Quemada;;;-16.59863;-60.85286;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
250;MNK-3212;BO;Santa Cruz;Rancho Chico;25/7/1996;1996;-20.117453;-62.688876;Actual;This work;
251;GIOCI_00044;PY;Boqueron;Rancho K;2004;2004;-22.10361111;-59.75888889;Actual;Santos 2017;Unpublisehd data
252;WALLA_02296;BO;Santa Cruz;Rancho Nuevo;;;-19.425504;-62.563245;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
253;WALLA_02295;BO;Santa Cruz;Rancho Viejo;;;-19.433922;-62.527525;Actual;Santos 2017;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
254;;BO;Santa Cruz;Ravelo;2001;2001;-19.29533;-60.6205;Actual;Maffei,2002;
255;;AR;Jujuy;Real de los Toros;ago-88;1988;-24.004722;-64.331056;Actual;Feijo et al, 2015;Vizcaino,1997
256;PERO_00104;AR;Salta;Reloj;2012;2012;-22.16389;-63.08;Actual;Santos 2017;NA
257;;AR;Chaco;Reserva Aborigen;;;-24.850431;-62.014353;Actual;Torres & Jayat, 2010;Quiroga y Boaglio, 2006
258;22308-xx;AR;Formosa;Reserva Ecologica El Bagual;15/12/2004;2004;-26.307822;-58.801345;Actual;GBIF;
259;;AR;Formosa;Reserva Nacional Formosa;Por los autores y el nombre del libro;;-24.316667;-61.716667;Actual;Torres & Jayat, 2010;Heinonen Fortabat y Chebez 1997
260;318964;AR;San Luis;Reserva Natural Estricta Quebrada de las Higueritas- Lujan;30/6/2012;2012;-32.39567;-65.918938;Actual;Ecoregistros;
261;443627;AR;San Luis;Reserva Privada Punta del Agua (Lujan);14/6/2016;2016;-32.355127;-65.969399;Actual;Ecoregistros;
262;;AR;Cordoba;Reserva Provincial Chancani;;;-31.358653;-65.470615;Actual;Torres & Jayat, 2010;
263;;AR;Santiago del Estero;Reserva Provincial Copo;2000?;2000;-25.870083;-62.194361;Actual;Torres & Jayat, 2010;Caziani et al., 2003
264;;AR;Chaco;Reserva Provincial Loro Hablador;;;-25.423928;-61.788688;Actual;Torres & Jayat, 2010;Moschione y Bishels 2004
265;PERO_00193;AR;Salta;Rivadavia;2017;2017;-24.41465;-62.48819;Actual;Santos 2017;NA
266;PERO_00160;AR;Santiago del Estero;RN16 -Pampa de los Guanacos-;2013;2013;-26.21906;-61.8647;Actual;Santos 2017;NA
267;PERO_00208;AR;Salta;RN34 -Viergilio Tedin-;2017;2017;-25.04081;-64.9841;Actual;Santos 2017;NA
268;79911;PY;Alto Paraguay;ROAD TO FORTiN LAGERENZA-I;28/5/1997;1997;-20.074833;-61.493999;Actual;GBIF;
269;79913;PY;Alto Paraguay;ROAD TO PUERTO CASADO;24/2/1996;1996;-22.33333;-57.916672;Actual;GBIF;
270;WALLA_02325;BO;Santa Cruz;Robore;;;-18.46972222;-60.53944444;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
271;;AR;San Luis;Ruta provincial 23- entre Santa Rosa de Conlara y Santa Rita;9/6/2015;2015;-32.112244;-65.261976;Actual;GBIF;
272;SJ020;AR;San Juan;San Agustin;19/9/2011;2011;-30.629633;-67.473675;Actual;This work;
273;ABBA_01878;AR;Cordoba;San Antonio;NA;;-30.4;-65.09;Actual;Santos 2017;Abba obs. pers.
274;WALLA_02235;BO;Santa Cruz;San Antonio del Tajibo;;;-16.76608;-61.0992;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
275;WALLA_02335;BO;Santa Cruz;San Lorenzo;;;-16.7;-61.86666667;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
276;WALLA_02221;BO;Santa Cruz;San Lorenzo de Tucavaca;;;-18.28235;-59.48851;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
277;WALLA_02237;BO;Santa Cruz;San Rafael;;;-16.78843;-60.47432;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
278;WALLA_02291;BO;Santa Cruz;San Silvestre;;;-19.18077137;-62.53049384;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
279;WALLA_02227;BO;Santa Cruz;Santa Ana;;;-18.64491;-58.77473;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
280;WALLA_02241;BO;Santa Cruz;Santa Ana de Velasco;;;-16.54216;-60.61127;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
281;;BR;Mato Grosso;Santa Fe;;;-16.1472;-58.4961;Actual;Santos 2017;
282;PERO_00110;AR;Salta;Santa Maria ;2012;2012;-22.15861;-62.84917;Actual;Santos 2017;NA
283;WALLA_02232;BO;Santa Cruz;Santa Rosa de la Mina;;;-16.40976;-60.79008;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
284;WALLA_02233;BO;Santa Cruz;Santa Teresa;;;-16.49835;-61.02121;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
285;WALLA_02240;BO;Santa Cruz;Santa Teresita;;;-17.96309;-60.38762;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
286;PERO_00121;AR;Salta;Santa Victoria;2012;2012;-22.33612;-62.81307;Actual;Santos 2017;NA
287;WALLA_02222;BO;Santa Cruz;Santiago de Chiquitos;;;-18.31917;-59.4924;Actual;Wallace et. al. 2013;Wallace R.B., H.E. Lopez-Strauss, N. Mercado & Z.R. Porcel. 2013. Base de datos sobre la distribucion de los mamiferos medianos y grandes de Bolivia. DVD Interactivo. Wildlife Conservation Society, La Paz, Bolivia
288;23718;AR;Santiago del Estero;Santo Domingo;10/11/1990;1990;-26.19907;-63.772226;Actual;GBIF;
289;41961;AR;Cordoba;Cerca del pueblo Las Penas;18/6/2012;2012;-30.511511;-63.884876;Actual;Ecoregistros;
290;EDMA_02340;BR;Mato Grosso do Sul;Serra da bodoquena;24/6/1905;1905;-20.77201248;-56.78895455;Actual;Santos 2017;Caceres, 2007
291;UCONN20005;BR;Mato Grosso do Sul;Serra do amolar - borda oeste do pantanal;28/1/1978;1978;-17.750166;-57.61669;Actual;VertNet;Schaller, 1983
